uid,iid,rating
480,4369,2.5
453,4022,5.0
324,3912,1.0
562,1921,3.5
391,592,4.0
64,344,3.5
448,56251,3.0
232,5942,3.0
483,648,2.0
385,370,3.0
325,190,5.0
417,4878,5.0
610,147657,4.0
280,94959,5.0
477,541,5.0
552,2657,3.5
380,6014,2.0
448,2376,2.5
464,377,4.0
111,5363,3.0
240,161,4.0
577,1334,2.0
462,562,4.0
489,4085,2.0
30,5952,5.0
579,48,4.0
249,87232,4.5
249,49649,2.5
282,648,3.0
509,99145,3.0
68,33004,3.0
552,5377,3.5
182,778,4.5
571,2867,5.0
15,2959,2.5
597,1562,1.0
592,39,4.0
590,1584,3.0
590,940,5.0
525,2089,3.0
249,55820,4.0
68,3160,2.0
18,541,4.0
438,380,5.0
177,54001,5.0
216,913,4.0
212,57669,3.5
194,315,3.5
368,1499,1.0
68,122918,3.5
387,47610,3.5
140,7149,4.0
225,1339,4.0
517,1610,0.5
142,337,4.0
275,1633,4.0
298,31225,2.5
489,6365,1.5
105,59315,3.5
573,588,4.5
63,91500,0.5
417,2762,4.5
474,3384,4.0
156,1078,3.0
9,5451,4.0
582,84954,3.0
99,160,2.0
393,541,0.5
474,595,5.0
608,2541,3.0
122,1200,5.0
563,53974,3.0
16,1219,3.0
219,56788,4.5
432,2232,4.0
563,65585,3.5
446,11,4.0
226,3450,4.0
80,34319,4.5
202,1953,4.0
74,2997,4.0
441,87529,5.0
452,1616,5.0
603,3552,2.0
480,8937,3.5
199,562,3.0
18,88094,3.0
27,126,2.0
103,4881,5.0
327,2616,3.5
610,780,3.5
520,33493,2.0
417,2329,5.0
288,2786,1.0
474,3101,4.0
590,3742,4.0
466,6281,4.0
212,77800,4.0
461,74458,4.0
28,52241,2.0
224,2797,5.0
263,1197,4.0
318,5791,4.0
331,183897,4.0
249,3448,4.0
59,965,5.0
381,50912,2.0
393,4027,4.0
318,5952,3.5
160,3593,4.0
18,2420,4.0
562,1500,4.0
73,48385,3.0
332,1,4.0
318,5669,3.5
447,553,4.0
217,1016,2.0
6,185,3.0
75,4993,5.0
42,3254,3.0
305,2028,4.0
462,2734,2.5
432,63082,4.0
475,3717,4.0
480,1784,3.5
103,61323,4.0
381,1097,4.0
356,1923,3.5
466,57368,4.0
68,85780,2.5
216,2243,4.0
318,140737,3.5
103,661,4.0
177,94478,3.0
265,329,4.0
517,780,3.5
377,8641,4.5
177,317,4.5
274,47099,3.5
182,3448,4.5
6,736,5.0
561,440,2.5
238,858,3.0
509,4886,3.5
57,1136,5.0
480,3081,3.5
66,6711,5.0
68,2617,4.0
474,440,4.5
414,7317,3.0
57,955,5.0
232,33794,4.5
474,6620,4.5
600,55830,4.0
489,73501,3.5
600,8464,3.0
111,76251,3.5
288,813,3.0
603,3081,4.0
599,6936,3.0
606,1270,3.5
28,442,1.0
10,109853,4.0
34,1036,2.5
10,588,4.0
275,1221,4.0
387,56782,4.0
57,1479,3.0
28,64030,3.5
217,1676,2.0
307,6249,2.0
587,342,4.0
453,4247,2.0
600,1682,3.5
476,34,4.0
274,68205,3.5
587,2054,3.0
186,3516,4.0
96,1079,5.0
414,1920,3.0
594,145,4.0
521,805,4.0
483,4447,3.0
21,1230,2.5
19,2668,2.0
89,139994,4.0
474,6898,3.5
305,1954,5.0
480,39183,4.0
608,5945,3.0
381,47610,4.0
594,5364,4.5
480,3624,1.5
381,2054,3.5
294,1663,4.0
105,90405,3.5
507,349,3.0
217,2402,4.0
477,5348,4.0
123,85414,4.5
217,3461,2.0
381,4321,3.5
474,4881,4.0
474,1220,3.0
28,4017,3.0
500,2108,4.0
117,235,3.0
177,4558,2.0
563,6155,3.0
522,778,4.0
522,1704,4.5
484,3535,3.5
603,3363,4.0
352,68791,3.5
8,141,3.0
90,708,3.0
335,762,1.0
21,106489,3.0
436,539,3.0
68,8677,2.0
15,260,5.0
68,30825,4.5
239,1307,3.5
599,2137,2.0
313,2406,2.0
50,175693,2.5
25,260,5.0
187,6062,4.0
563,112552,4.5
249,45447,3.5
600,3979,3.5
477,8622,4.0
368,1892,3.0
605,76175,2.5
274,1721,3.5
111,155509,4.5
599,999,3.0
107,296,3.0
249,527,4.5
42,4396,4.0
239,597,4.0
288,34,4.0
414,1003,2.0
610,48385,4.5
282,45720,3.0
599,1960,3.5
453,5349,4.0
102,380,3.0
220,5796,2.0
365,109569,1.5
608,1215,3.5
561,70286,3.5
58,317,3.0
28,36529,4.0
480,4727,2.5
274,4533,3.5
534,87192,3.0
111,58559,4.0
119,101142,4.0
603,3819,4.0
274,37475,3.0
288,2000,3.0
297,2952,4.0
265,590,3.0
62,48043,3.0
594,595,5.0
21,4896,4.0
448,84950,2.5
477,1203,4.0
610,54259,4.0
590,49278,3.0
381,1584,3.5
274,2236,3.5
420,5265,3.5
51,141,3.5
198,25,4.0
82,4270,3.0
474,25769,4.5
479,4643,2.0
600,5437,3.0
307,1333,3.0
600,1213,2.0
428,6502,3.5
532,1721,5.0
286,5445,2.0
489,8866,1.5
610,37733,4.0
477,3671,4.5
274,88,3.5
555,4085,3.0
590,5064,3.5
448,6541,1.5
45,2763,4.0
596,113280,4.0
50,104913,2.5
610,1784,4.0
184,172705,5.0
452,3107,4.0
469,2731,4.0
45,1610,4.0
122,7438,5.0
599,1233,3.5
479,2798,1.0
352,590,5.0
140,6213,3.0
418,102407,5.0
6,1006,4.0
50,5004,3.0
13,3409,2.0
495,5956,4.5
590,4406,4.5
274,661,3.0
84,46,3.0
487,4993,4.0
182,3265,2.0
599,2582,2.5
425,6157,3.5
33,339,5.0
33,1188,4.0
524,969,3.0
448,5248,1.5
307,4025,1.5
288,1806,2.0
483,44665,4.5
108,848,3.0
534,5816,4.0
305,1258,5.0
156,562,4.0
22,3578,4.0
474,3174,4.0
425,1690,3.5
88,44191,4.5
219,2,2.5
144,4014,4.5
232,40962,2.5
414,4451,3.5
577,1240,4.0
599,2420,4.0
230,51662,3.5
66,2951,4.5
75,33493,0.5
599,7041,2.5
101,2395,5.0
68,56587,3.0
330,454,3.5
446,497,4.0
198,1617,4.0
200,6503,3.5
474,6308,2.0
591,2571,5.0
252,6377,5.0
63,3552,2.0
463,2167,3.0
594,3578,4.5
19,2722,2.0
330,2797,4.0
570,34,3.5
559,594,3.0
599,2880,2.5
474,1135,2.0
474,2967,4.0
307,5418,3.5
52,2324,4.0
19,2793,2.0
381,1282,4.0
474,1304,3.5
177,2791,3.0
313,3440,1.0
399,260,5.0
12,8533,5.0
288,6378,3.5
489,804,2.0
567,673,2.0
599,437,1.5
534,55768,3.5
268,2349,5.0
486,474,5.0
483,6863,4.0
290,1231,4.0
590,7438,4.0
307,1584,2.0
594,8866,4.5
294,1285,3.0
263,2605,2.0
236,2459,4.0
520,7367,4.0
20,5014,4.0
539,318,4.0
318,109187,3.5
381,2174,4.0
517,105504,3.0
610,1682,5.0
597,145,2.0
610,27904,3.5
93,2006,4.0
599,115819,3.0
225,587,3.0
610,54001,4.0
139,66097,2.5
202,3668,4.0
477,3275,4.5
217,1488,3.0
177,97913,4.0
602,144,3.0
356,543,5.0
326,102194,5.0
507,595,3.0
169,914,5.0
116,2985,2.0
195,4067,4.0
274,4388,3.0
210,56174,2.5
239,6870,4.5
448,1100,3.0
256,4963,4.5
489,3994,1.0
603,4773,4.0
58,318,5.0
560,82459,4.0
318,7458,3.5
559,588,4.0
226,7361,4.5
385,786,3.0
203,59315,3.0
448,3208,3.0
448,1,5.0
298,3948,2.5
68,1020,2.5
3,2288,4.0
489,2002,3.0
352,73321,3.5
534,73804,4.0
391,5026,3.0
474,955,4.0
127,2455,1.0
249,5219,3.5
597,1084,5.0
280,3753,4.5
580,2640,3.0
132,4235,2.0
523,5971,5.0
334,59118,3.5
274,8644,2.5
249,589,4.0
438,802,3.5
148,4886,3.0
368,1262,4.0
212,93838,4.0
305,106489,3.0
561,110,5.0
104,1088,3.0
345,6658,4.5
610,27032,4.0
437,736,5.0
140,8982,3.0
477,6350,4.5
28,26614,4.0
105,110,3.5
275,1234,5.0
220,5378,4.0
587,3448,4.0
32,1104,5.0
452,6537,4.5
474,25898,4.0
62,110,4.5
448,3248,2.0
50,924,4.5
600,55052,1.5
68,122882,5.0
292,81847,3.0
89,159069,4.5
354,588,3.5
140,37739,4.0
462,5902,3.5
472,91529,5.0
395,317,3.0
132,357,3.5
177,216,2.0
232,2501,4.0
448,494,3.0
448,500,4.0
226,6373,3.0
125,33201,4.5
301,165,2.0
453,3241,5.0
408,1517,4.0
242,21,3.0
596,3994,3.5
603,1298,1.0
260,1914,4.0
580,2539,2.5
326,91658,2.5
226,48516,4.5
144,5618,4.0
436,370,2.0
610,138036,3.5
599,53519,3.5
107,318,5.0
522,2571,4.0
59,1580,3.0
274,196,3.5
353,70,4.0
61,1201,4.5
337,733,5.0
52,89745,5.0
68,47610,3.0
84,154,3.0
534,103341,3.5
217,2403,3.0
256,58293,4.0
586,368,4.0
328,81847,2.0
534,72308,4.0
325,1614,2.0
307,2058,2.5
483,52885,5.0
438,4975,3.5
202,2371,3.0
443,116823,5.0
438,315,3.5
89,136503,5.0
606,156,4.0
448,2231,4.0
137,1225,5.0
483,2916,4.5
474,8481,3.0
239,2268,5.0
414,612,2.0
391,1041,4.0
20,2080,4.0
606,2269,3.5
18,6888,0.5
599,5333,3.0
426,1197,5.0
534,5349,3.5
177,54276,3.0
129,780,3.5
105,69685,1.0
387,6662,4.0
495,50872,4.5
332,1258,3.5
453,2027,3.0
318,133771,3.5
217,494,4.0
219,1544,3.0
273,111,4.0
89,81087,4.5
534,98243,3.5
420,2762,4.0
489,339,3.5
380,3421,5.0
580,5991,2.0
220,296,5.0
307,6615,1.5
380,52281,4.0
563,1088,4.0
447,150,4.0
343,8253,1.5
474,3543,2.5
399,1196,5.0
410,3334,4.0
353,292,4.0
319,110,4.5
46,225,3.0
414,49530,4.0
357,3147,4.0
135,2987,5.0
599,2080,2.5
113,3451,5.0
286,3897,3.5
437,81,3.0
20,1722,3.0
305,106785,3.0
477,45730,3.0
509,1713,2.5
239,2716,4.0
517,95167,2.5
122,148652,3.5
195,2321,3.0
489,1200,4.0
597,281,5.0
509,67408,3.0
608,441,4.5
156,2796,2.0
238,4954,3.0
484,3177,4.0
599,235,3.5
414,45728,3.5
140,42730,5.0
268,2490,2.0
205,3033,4.0
477,45499,3.5
28,7841,4.5
606,5694,3.0
567,97913,2.5
91,4645,4.5
385,1288,5.0
307,3421,4.0
43,502,5.0
529,62,3.0
16,1276,4.0
234,480,5.0
551,96079,4.5
482,5388,4.0
608,2568,4.5
285,1252,5.0
517,745,2.5
606,1619,3.5
350,1073,3.0
482,1307,4.0
522,51255,4.0
73,89492,4.0
571,2716,3.0
527,1810,4.0
318,91542,3.5
453,1627,4.0
601,5445,4.0
597,2014,4.0
326,7160,4.5
141,109374,5.0
11,150,5.0
561,78499,4.5
76,2571,4.0
274,1704,4.0
466,58559,3.0
290,2439,3.0
599,41627,3.5
599,52722,2.5
91,8874,5.0
519,3717,3.5
428,784,2.0
217,1429,2.0
387,4064,3.5
232,47610,3.5
434,7153,5.0
166,54001,4.5
21,44,1.0
474,6477,3.0
391,2318,5.0
1,163,5.0
448,87444,1.5
337,191,5.0
414,7346,4.0
414,79695,2.0
296,318,5.0
434,2762,5.0
460,2747,3.0
474,3712,2.5
356,38886,4.0
43,271,5.0
220,60069,5.0
23,6721,3.0
298,90888,0.5
330,356,5.0
332,2021,1.5
380,5816,3.0
280,364,4.5
305,104913,3.5
448,2718,3.0
120,141,3.0
111,4340,2.0
18,2953,3.0
477,3243,3.0
1,1073,5.0
414,4463,2.0
160,1198,3.0
380,104243,3.5
160,260,5.0
599,51255,3.0
480,43708,3.5
610,6957,4.5
472,135,3.5
11,1721,5.0
599,32442,2.5
20,4865,3.0
89,95843,5.0
610,72998,4.5
182,3703,1.5
294,2010,3.0
567,108945,1.5
483,48516,4.5
368,3176,3.0
177,39449,3.0
19,832,2.0
274,74532,2.5
135,2763,4.0
527,4280,3.0
220,1265,5.0
483,1035,3.5
11,1100,3.0
132,33679,2.5
288,1101,3.0
292,733,4.0
562,48394,4.0
199,69481,4.5
331,4886,3.0
91,1266,4.0
362,81417,3.0
294,275,2.0
132,6874,4.5
274,4878,4.5
190,6936,3.5
318,72998,3.5
66,4654,3.5
182,5902,4.5
51,56367,5.0
514,778,2.5
474,2300,4.5
610,3174,4.0
482,1359,3.5
608,3252,4.0
307,48142,2.0
213,86142,4.5
559,19,2.0
357,1080,5.0
606,735,4.0
452,70,4.0
96,150,5.0
564,73319,3.5
18,593,4.5
474,6313,2.0
18,2411,3.0
328,1203,5.0
386,44,2.0
313,648,1.0
12,1876,3.5
599,764,3.0
525,6218,3.5
607,2716,4.0
140,4234,3.0
590,81834,4.0
232,2699,3.0
357,5464,4.0
19,2936,4.0
391,2360,4.0
354,466,3.0
610,56367,4.0
603,1956,4.0
198,1252,4.0
512,165,5.0
607,593,5.0
599,7445,2.5
271,345,4.0
334,58105,3.5
356,5110,3.5
202,194,3.0
217,1777,3.0
287,3949,5.0
57,1243,5.0
216,1304,5.0
45,849,3.0
590,1284,3.5
51,2151,3.5
484,6188,4.0
51,3809,3.0
318,69844,3.5
182,6281,2.5
28,5989,3.5
414,1347,3.0
89,129011,3.5
606,6345,4.0
438,8798,3.0
339,72641,4.5
600,4025,2.0
352,130634,1.0
580,1884,5.0
263,1704,5.0
323,260,4.5
121,1,4.0
105,5378,4.0
105,133712,4.5
99,161,3.0
450,2028,5.0
249,93831,4.0
298,89492,2.5
220,59315,4.5
483,783,2.0
380,5574,4.0
590,5349,3.0
395,648,5.0
298,6879,2.5
19,2094,4.0
268,46,1.0
490,35836,3.0
39,457,4.0
481,1589,2.0
94,2,4.0
249,110553,3.5
298,2529,3.5
75,3034,4.0
28,6807,2.5
605,34338,3.0
599,350,2.0
382,53464,3.5
24,49272,3.5
474,3255,3.5
509,62439,3.0
604,592,4.0
381,69436,2.5
474,2469,3.0
109,290,3.0
597,1259,5.0
610,1884,5.0
318,88140,3.5
444,300,3.0
64,33683,4.0
448,2291,3.0
395,355,3.0
483,466,4.5
315,902,4.0
381,54259,3.5
603,363,4.0
288,60069,4.5
599,27788,2.5
119,3147,5.0
191,58,4.0
448,111781,2.0
318,500,3.5
375,3578,5.0
356,2657,5.0
353,266,3.0
182,2505,3.5
201,1917,4.0
156,946,3.0
372,1483,1.0
287,2174,4.0
474,2248,5.0
19,743,2.0
560,5072,3.5
410,915,4.0
332,91500,3.5
305,117895,2.5
582,59315,4.5
425,6754,4.0
132,904,4.0
354,1917,3.5
280,40815,4.0
279,72998,2.0
88,1597,2.5
204,80463,4.5
605,33493,2.0
260,1089,5.0
489,1250,2.0
161,4270,4.0
594,150,3.5
344,5459,4.5
411,218,3.0
477,1136,4.5
474,1517,3.5
68,55052,2.5
307,3793,3.5
15,780,3.5
42,524,3.0
217,1372,3.0
106,45722,5.0
62,166528,4.5
200,1438,1.0
368,3197,3.0
6,270,3.0
474,52952,4.0
414,1024,4.0
73,8376,2.0
132,70,2.5
276,810,3.0
474,25856,3.0
414,3555,3.0
66,3101,4.0
414,7257,2.5
424,37729,4.0
217,3014,2.0
18,64957,3.5
262,125,2.0
178,5952,4.0
69,4370,2.0
438,36276,1.5
602,266,4.0
64,858,5.0
125,48516,4.0
599,250,1.0
469,3068,5.0
607,150,5.0
599,4676,1.5
24,4489,4.0
116,1291,4.0
368,1127,4.0
160,1552,1.0
414,8266,2.5
298,1220,3.5
135,1883,5.0
387,1327,3.0
31,1099,2.0
525,1947,3.0
274,86332,2.0
599,1097,4.0
460,89039,4.5
32,799,3.0
448,2060,4.0
27,421,3.0
19,3483,2.0
294,1806,2.0
232,37477,2.5
240,16,3.0
462,1263,4.5
101,370,2.0
448,1588,3.0
414,2404,2.0
313,3386,3.0
111,126548,4.5
18,778,4.5
262,265,2.0
274,1272,3.5
603,599,5.0
109,354,3.0
480,8983,3.5
186,316,4.0
294,1391,3.0
483,1552,2.5
215,1196,4.5
573,3751,4.5
177,4270,3.0
387,3979,2.5
33,161,3.0
347,539,4.0
204,32587,4.0
448,103502,1.5
368,1804,2.0
599,27008,1.0
562,1347,5.0
249,91622,4.0
448,82202,1.5
170,736,3.0
474,3264,3.5
414,8970,4.0
471,116797,3.0
91,3429,5.0
307,27772,2.0
313,2553,4.0
484,203,4.0
279,2797,2.0
28,1610,4.5
327,3616,5.0
92,55282,4.0
274,5449,2.5
177,50,4.0
376,2724,2.5
522,66934,4.5
21,4993,1.5
178,110,4.0
377,27692,3.5
517,1223,2.5
464,4226,4.0
94,253,1.0
324,3948,4.0
480,3114,3.0
117,485,3.0
50,64278,3.5
543,267,5.0
462,103624,4.0
268,2324,2.0
477,500,3.5
50,356,3.0
63,6502,4.0
249,89745,5.0
543,231,5.0
73,59784,2.5
384,2259,3.0
58,477,4.0
387,1198,4.0
15,110102,1.5
271,969,4.0
7,595,3.5
182,442,3.0
256,170,4.5
390,2076,4.5
328,78499,5.0
566,2,4.0
287,2392,0.5
106,81834,5.0
18,3896,4.0
122,87306,4.5
7,8528,4.5
362,1252,4.5
327,2338,3.5
200,50802,3.0
385,172,3.0
580,292,3.0
332,27801,3.5
557,2617,4.5
585,5325,4.5
509,94780,2.5
177,1321,4.0
282,3752,3.0
307,1020,2.0
288,3638,4.0
104,4069,4.0
160,50,4.0
198,5570,5.0
474,1995,2.0
552,4638,1.0
249,5445,4.0
79,2659,2.0
477,72998,4.0
119,138036,4.5
608,8967,3.0
381,6947,3.5
573,33794,4.5
177,94777,2.0
22,8961,4.0
362,104879,4.0
448,89087,2.0
474,4478,3.0
217,2950,2.0
219,616,3.0
509,4447,3.5
298,89087,0.5
606,3629,4.5
336,318,5.0
226,3994,3.5
480,3896,2.5
477,7099,4.5
220,63540,2.0
209,68157,5.0
197,293,5.0
177,1094,3.0
573,736,4.5
290,1242,5.0
213,51662,3.5
156,1960,4.0
606,4487,3.0
447,349,4.0
226,2797,4.0
364,32,3.0
34,5349,5.0
599,115149,3.0
99,592,4.0
414,7263,3.0
588,454,3.0
247,6016,4.0
160,2314,5.0
610,55721,3.5
186,2872,3.0
287,2346,2.5
118,1350,3.0
119,122882,4.0
226,2253,2.5
346,44555,4.0
484,76251,4.0
197,1080,5.0
249,2006,3.5
380,7163,4.0
525,79091,3.0
448,134859,3.5
198,1704,4.0
480,527,5.0
337,7,3.0
480,7983,4.0
563,96821,4.0
474,116,3.5
105,47610,3.5
534,54272,3.5
534,91323,3.0
534,116724,4.0
89,53578,5.0
414,71464,4.5
170,590,4.0
111,157699,4.5
141,3535,2.5
382,152079,3.5
354,8917,2.5
380,166946,4.0
607,318,5.0
181,61,4.0
448,71464,3.0
448,136800,1.5
590,37741,3.5
425,762,2.5
217,2951,2.0
186,5540,4.0
305,3267,5.0
47,5991,2.0
81,367,1.0
219,2186,4.5
249,33493,4.0
274,4683,4.0
480,4085,3.0
182,431,4.5
600,349,2.0
414,5222,4.0
608,2082,1.0
232,5620,3.5
84,1082,3.0
156,5847,3.5
376,96079,4.5
599,74696,3.0
185,4995,5.0
51,589,5.0
122,108932,4.5
54,500,3.0
400,1258,4.5
555,611,2.0
18,85354,4.0
167,2054,3.0
24,44191,4.0
232,5264,2.0
385,444,2.0
534,81564,4.0
561,2115,4.5
34,3996,5.0
600,1674,3.0
198,4886,3.0
527,2135,4.0
105,52281,5.0
474,41285,3.5
280,88810,4.5
186,3408,4.0
4,2762,4.0
342,2676,4.0
279,3578,3.5
483,104841,5.0
477,5944,4.0
608,953,0.5
480,7454,3.0
590,1610,4.5
367,1278,2.0
590,3994,2.5
265,266,3.0
474,8493,3.0
292,46972,4.0
21,126548,3.0
382,4719,3.5
202,1132,4.0
132,3148,3.0
156,2571,3.0
185,2692,4.0
310,1223,5.0
18,4327,4.0
438,8835,3.0
275,6254,5.0
18,44555,4.0
19,2140,4.0
385,1009,2.0
514,2915,4.0
380,2640,4.0
610,157296,4.0
464,296,4.5
259,4886,4.0
524,1233,5.0
141,52973,3.0
1,260,5.0
307,55269,4.0
425,1148,3.5
217,837,2.0
105,61236,3.5
492,1042,5.0
18,58295,3.5
229,457,5.0
380,60937,3.0
202,2922,3.0
368,2792,2.0
279,1198,4.0
509,1136,4.0
217,761,3.0
541,224,4.0
274,48,2.0
438,5507,3.0
73,68135,3.5
50,99114,3.0
534,7438,4.5
603,1225,4.0
586,68954,5.0
318,27660,3.5
314,595,3.0
571,2746,3.0
474,5873,3.5
18,38061,4.0
474,907,3.0
111,3535,3.5
15,858,4.0
51,1918,3.0
64,6975,4.0
62,122920,4.0
116,858,1.5
605,30793,2.5
59,922,4.0
414,2443,4.0
18,588,3.5
89,151739,2.0
187,1466,4.0
480,3948,2.0
514,1673,4.5
232,2841,4.0
91,260,4.5
305,3623,2.5
601,78499,4.0
524,349,5.0
509,2687,3.0
230,5679,3.0
469,3671,4.0
596,616,4.0
51,3968,3.0
485,208,1.0
28,3156,2.5
380,106072,4.0
438,3897,4.0
591,3174,3.0
78,1831,1.0
482,50,4.0
398,2144,3.5
249,36708,4.0
480,4340,2.5
298,3868,3.0
464,356,5.0
480,5377,4.0
453,1784,4.0
309,933,4.0
307,596,2.5
462,6064,4.0
223,4226,4.0
47,7160,3.0
567,78499,2.0
610,3825,1.5
177,2194,2.5
226,1961,4.0
610,78469,2.5
80,84189,4.0
590,3996,3.5
191,6,4.0
448,103042,2.5
58,371,4.0
234,231,2.0
200,1367,4.0
424,112515,4.5
489,1172,5.0
414,329,3.0
249,6615,2.0
540,2598,3.0
28,27788,1.0
136,198,3.0
606,1580,2.5
542,594,4.0
267,260,5.0
499,38304,4.5
382,8641,3.5
562,2406,4.0
307,8695,2.5
74,46723,4.5
91,1274,5.0
64,1673,4.5
582,40815,4.5
140,3578,4.0
274,3439,3.0
73,128520,3.5
438,4823,4.5
292,1193,2.5
490,3481,4.0
309,318,4.0
580,4148,4.0
346,31923,4.0
201,1291,5.0
274,79008,4.0
292,2581,1.0
222,4816,4.5
489,1270,3.5
357,34,4.0
308,44555,1.5
462,7181,3.5
221,2352,4.0
305,6365,3.0
599,223,3.5
426,3996,4.0
178,1193,5.0
609,288,3.0
419,4262,4.5
230,6863,3.0
608,4306,4.5
414,2797,4.0
387,44,1.0
169,5299,4.5
140,2401,4.5
212,162578,4.0
199,356,2.0
274,55118,4.0
219,3535,4.5
600,2683,2.5
509,65261,3.5
438,11,4.0
132,1089,3.0
122,1214,5.0
427,4958,3.0
84,266,4.0
368,2193,2.0
265,1095,3.0
248,10,3.5
293,420,2.0
380,1275,5.0
19,1923,4.0
82,4025,3.5
171,1196,4.0
555,2463,4.0
122,8644,4.0
567,4993,3.0
474,7934,4.0
249,134130,4.0
113,543,2.0
567,356,3.0
42,1474,2.0
80,91658,5.0
294,3387,4.0
462,3101,1.0
474,4799,1.5
307,186,0.5
438,6157,4.0
268,1197,5.0
480,4973,4.5
186,1,4.0
272,99114,3.5
610,3996,5.0
603,3481,1.0
249,736,3.0
218,1625,2.0
448,7454,2.0
169,1947,5.0
437,1293,5.0
541,472,3.0
388,4039,3.0
169,6005,3.5
222,89774,2.5
599,2412,2.5
372,71,2.0
586,168418,5.0
28,41863,4.5
367,4623,3.0
5,36,4.0
517,2141,1.5
483,61323,4.5
96,3256,4.0
14,337,5.0
318,1210,4.0
21,102993,2.0
475,3751,3.5
282,3535,4.0
43,317,4.0
492,805,5.0
24,68358,4.0
448,180,3.5
483,84772,2.5
446,527,5.0
288,37729,3.5
7,33836,1.0
606,263,4.0
536,445,3.0
199,34338,3.0
68,2161,2.0
448,129659,3.5
249,6952,3.0
307,3830,0.5
117,788,3.0
600,2012,4.5
103,6957,4.0
159,377,3.0
275,562,3.0
274,72641,3.5
479,1958,4.0
510,4148,1.5
1,2093,3.0
232,45722,3.5
68,59900,1.0
316,661,2.5
