uid,iid,rating
453,785,4.0
332,93766,2.0
113,2184,4.0
318,86922,4.0
381,46723,3.5
387,4911,3.5
105,5218,4.5
596,81845,3.5
1,2033,5.0
33,1537,4.0
519,104211,5.0
166,49530,4.0
307,54503,4.0
144,1079,4.0
546,240,3.0
387,413,1.0
141,4979,3.5
443,2571,3.5
177,4886,5.0
380,152081,5.0
536,357,1.0
307,5151,0.5
562,6870,5.0
298,6294,0.5
16,1201,3.0
351,4993,4.0
44,1393,4.0
298,88746,2.0
117,362,4.0
318,4034,3.5
23,6387,3.0
153,2395,1.0
600,7451,3.5
610,1283,3.0
573,43679,4.0
386,50,3.0
182,3984,4.0
298,4958,1.0
357,1207,5.0
387,4989,1.5
607,1370,5.0
599,4989,2.0
607,36,4.0
528,150,4.0
57,1373,2.0
517,167746,1.0
551,59315,4.0
19,1806,2.0
514,50872,4.0
509,4886,3.5
610,54995,3.5
409,1197,5.0
294,516,3.0
594,7031,4.0
307,2746,2.5
149,2021,1.0
599,53022,3.0
368,3917,3.0
481,1653,3.0
45,1566,4.0
428,5445,3.5
596,43928,2.5
184,193581,4.0
599,27124,2.0
45,2329,5.0
232,32587,4.5
414,75,1.0
448,2088,3.0
474,3735,4.0
64,4973,5.0
384,3527,2.0
130,590,3.0
262,296,3.0
560,74458,3.5
226,1025,4.0
19,2468,2.0
265,1356,4.0
166,48780,2.5
416,8360,0.5
41,86781,4.0
122,3793,4.0
597,2710,3.0
64,2657,4.0
480,5283,4.0
82,1367,1.0
233,2692,3.5
182,5680,3.0
580,37382,3.5
19,2003,3.0
448,1343,5.0
373,589,3.0
474,7052,3.0
169,6765,4.0
42,19,2.0
169,1721,5.0
520,344,1.0
391,1923,4.0
534,86332,3.5
179,34,5.0
274,158,3.5
411,161,4.0
567,150254,2.0
100,2502,4.5
380,1589,5.0
116,1544,4.5
448,102880,1.5
298,8937,3.0
539,3087,4.0
580,2159,2.5
182,2947,4.0
64,2193,3.5
261,4085,2.5
313,1732,4.0
121,141,4.0
402,743,3.0
432,6874,2.5
381,27808,3.5
405,1101,4.0
182,5668,4.0
84,140,4.0
184,5816,2.5
606,356,4.0
433,79132,3.0
307,4104,1.5
414,55290,4.0
213,2115,3.5
408,85510,3.5
610,319,3.5
469,3499,4.0
484,70183,4.0
89,65230,4.0
212,57504,3.0
68,173,2.5
256,73321,4.0
594,2706,3.5
464,56169,4.0
384,1258,4.0
534,79139,3.5
497,6539,2.5
153,117176,2.5
476,364,4.0
339,1625,4.0
482,8636,5.0
95,8633,4.5
599,2918,3.5
357,3039,3.5
350,849,3.0
240,382,3.0
177,6155,4.5
274,1228,3.5
446,316,4.0
524,32,3.0
525,81591,4.0
555,2458,4.0
122,1682,5.0
464,1101,4.5
610,45662,2.5
489,56174,2.5
6,490,3.0
177,3793,4.5
6,161,3.0
480,1876,2.5
186,3269,3.0
76,750,3.0
287,3160,4.0
610,92309,4.0
137,1221,5.0
477,1359,0.5
234,1409,5.0
474,2076,4.0
217,218,3.0
469,2870,3.0
610,71535,3.5
122,104,4.0
6,62,4.0
125,6711,3.0
534,1198,4.0
600,2572,3.0
474,6912,3.5
24,7293,3.5
480,49347,3.5
354,2105,3.5
437,155,4.0
558,4062,4.0
477,5669,4.0
606,8033,4.0
219,5989,3.5
599,1447,2.5
597,2690,5.0
89,33004,3.0
27,1035,5.0
123,85414,4.5
469,3685,4.0
544,14,3.0
606,48394,4.0
448,16,5.0
10,71579,5.0
474,27790,4.0
286,39,3.5
489,31685,3.5
19,2915,2.0
179,9,3.0
448,97936,3.0
339,71464,4.5
22,71464,0.5
339,112290,4.5
606,8487,4.0
509,44191,4.0
14,448,3.0
474,3066,3.0
268,2630,3.0
506,7444,3.0
580,2986,3.0
271,55765,4.0
111,73017,3.5
591,2706,3.0
182,6440,4.5
610,157296,4.0
365,72998,4.0
306,59258,3.0
177,40629,4.0
555,3109,3.0
280,39,4.0
526,1961,4.0
103,784,3.0
564,150548,3.5
417,288,4.0
374,588,3.0
219,64620,4.0
171,766,3.0
39,1027,4.0
449,318,5.0
413,7293,5.0
597,1544,3.0
462,2872,2.5
425,1291,4.0
68,2950,3.5
285,1247,5.0
385,85,3.0
140,2996,3.5
91,628,3.0
448,108188,2.5
380,2328,3.0
38,21,3.0
599,128197,2.0
217,344,3.0
608,1037,2.0
469,36,3.0
599,3450,2.5
371,3000,5.0
195,5254,3.0
51,1499,0.5
570,208,2.5
420,2571,4.5
215,2762,4.5
280,19,3.0
483,4361,4.5
161,745,5.0
474,7451,4.5
599,5596,1.5
280,2859,5.0
448,4816,3.0
91,1573,3.0
62,1610,4.0
184,106072,2.5
274,3355,2.0
279,61132,4.5
326,110,5.0
448,4254,1.0
204,54272,3.5
477,68358,4.5
563,81845,4.0
429,595,5.0
482,2792,4.0
597,2088,2.0
275,2671,5.0
603,4641,4.0
94,587,3.0
326,6867,4.0
330,1265,4.5
156,1963,3.0
237,7371,3.5
601,47,4.0
405,3033,3.0
340,208,3.0
561,5956,3.0
325,5139,3.0
177,1136,4.5
200,2572,5.0
20,6156,3.0
307,1328,0.5
287,3033,4.0
601,1,4.0
33,50,5.0
603,902,4.0
119,8622,3.5
570,357,4.0
119,114795,4.0
407,58559,5.0
477,671,4.0
98,2324,4.0
52,55118,5.0
273,12,1.0
200,59615,1.0
610,38095,5.0
381,52287,3.0
279,57669,4.0
330,3176,3.5
174,153,3.0
526,2858,4.0
317,90439,4.0
140,26172,3.0
603,1860,2.0
123,44199,4.0
140,1459,3.0
305,1253,5.0
600,2135,4.0
605,2316,2.0
43,553,4.0
391,920,5.0
477,6711,4.0
202,3972,3.0
216,2064,5.0
367,3189,4.0
64,1405,4.0
17,58559,4.5
122,1562,3.0
438,2335,3.5
82,592,3.5
448,4370,2.5
603,549,4.0
191,175,5.0
202,714,4.0
575,2623,1.0
41,380,0.5
249,2797,4.0
230,344,3.0
606,4439,3.5
249,1203,5.0
390,6344,3.5
246,31658,5.0
370,112,3.5
387,3504,4.5
300,2571,4.0
596,82459,3.0
469,923,5.0
28,1953,4.0
599,6484,2.5
436,500,4.0
438,440,3.5
298,62434,1.5
182,3081,4.0
382,115149,4.0
58,371,4.0
490,80463,4.0
5,594,5.0
610,4641,3.5
572,1569,4.0
474,5008,4.0
222,2396,3.0
64,4011,4.5
454,48774,4.0
202,2993,4.0
290,1179,4.0
599,86190,3.5
27,3448,4.0
274,5569,3.5
579,1580,4.0
444,185,3.0
49,122920,4.0
65,7153,4.0
256,98809,3.5
246,4239,3.5
68,30749,3.5
603,1449,2.0
573,3039,4.5
369,7361,4.0
274,3990,2.0
76,541,3.5
287,1784,2.5
579,538,3.0
177,362,4.0
425,8640,3.0
274,57274,3.5
391,1,3.0
288,986,3.0
517,96079,1.0
414,1923,5.0
391,300,4.0
365,8807,2.5
477,5438,3.0
606,3798,2.0
448,6349,2.0
544,648,4.0
555,3087,3.0
249,3307,4.0
274,6482,1.5
200,4019,4.5
200,3984,4.0
332,1296,3.5
45,362,5.0
599,26365,2.5
597,176,4.0
464,3578,5.0
156,2194,3.0
354,380,4.0
390,46723,3.5
50,164280,3.5
474,1996,1.0
307,344,4.0
68,62,3.5
600,26712,4.0
357,4720,4.5
590,31685,3.5
610,3925,5.0
509,4270,3.0
33,1633,4.0
608,8376,3.0
331,55820,5.0
33,194,3.0
414,3802,2.0
80,6281,3.5
71,17,1.0
488,6377,5.0
594,799,0.5
414,4889,4.0
187,356,2.0
567,1197,2.5
160,2471,1.0
129,33004,3.5
45,185,3.0
448,132333,5.0
67,318,4.5
232,1270,3.0
414,176423,4.0
520,3147,4.0
198,1079,2.0
474,5475,3.5
398,3911,3.5
591,2490,2.0
198,2391,2.0
418,500,3.5
115,1777,3.0
159,5377,2.0
36,2376,4.0
556,7153,4.0
387,1222,4.0
596,4022,3.0
105,5889,5.0
125,43836,2.0
195,3081,4.0
555,1208,5.0
370,2692,3.5
307,904,4.0
414,2394,3.0
596,181719,3.5
249,2424,3.0
89,1136,2.5
57,516,2.0
318,318,4.0
151,799,4.0
89,82167,2.0
388,4306,5.0
54,205,3.0
328,33004,3.0
414,4125,1.0
325,5881,4.0
405,7254,4.0
123,115617,3.5
182,7371,4.5
292,101362,3.0
424,37729,4.0
200,45722,5.0
105,67255,4.0
577,1225,4.0
596,162600,3.5
66,2115,3.0
312,1278,4.0
448,4558,3.0
587,1356,4.0
483,2340,4.0
599,836,2.0
414,6820,4.0
299,3499,5.0
599,1694,3.0
160,2000,4.0
186,2000,4.0
19,724,4.0
425,4022,3.5
118,1350,3.0
573,1080,4.5
153,106920,4.0
86,7153,4.0
438,32587,4.0
198,1639,2.0
105,86066,4.0
600,5135,1.0
380,2081,4.0
368,1616,3.0
438,3969,2.5
273,235,5.0
331,8957,4.0
217,837,2.0
188,1269,3.0
464,6934,4.0
232,3949,4.5
292,3827,3.0
355,317,3.0
382,110553,3.5
378,78499,4.0
409,3506,2.0
290,1136,4.0
187,1216,2.0
446,223,4.0
409,3869,4.0
100,1091,4.5
387,2082,1.0
121,595,3.0
387,2247,3.0
489,3489,4.0
234,688,4.0
599,3915,2.0
474,38,1.0
380,95441,4.0
28,49272,3.5
186,905,5.0
228,858,4.0
554,1196,5.0
474,4754,4.0
66,3219,3.0
247,3034,3.0
237,78469,2.0
555,3505,4.0
380,5476,3.0
182,3452,3.5
64,296,4.5
565,457,4.0
305,64969,4.5
125,6502,3.5
111,94777,1.0
414,3396,4.0
68,3556,3.0
19,34,4.0
68,27706,3.5
551,293,4.5
610,1676,5.0
603,2023,2.0
274,1792,3.5
112,16,4.5
4,1103,5.0
68,54999,3.5
104,74789,3.0
27,3168,2.0
140,3104,4.0
314,410,3.0
232,8836,3.5
233,364,3.5
480,40815,4.0
62,106918,4.5
125,155064,2.5
73,79132,2.5
488,4306,5.0
18,34405,3.5
385,373,3.0
332,1280,3.5
414,1347,3.0
453,648,3.0
79,1261,5.0
184,177285,3.0
200,1210,5.0
610,58301,3.5
74,8804,5.0
483,57274,3.5
305,8810,4.5
274,2087,3.0
184,59315,4.0
318,49917,4.0
597,1635,5.0
603,105,1.0
517,2087,4.0
73,8636,4.0
288,1253,3.0
390,8254,5.0
380,50,4.0
222,55261,1.0
414,5461,2.5
330,1210,5.0
399,1,4.0
288,3608,3.5
552,6003,3.0
448,79879,3.0
597,1036,4.0
298,2144,3.0
132,914,3.0
504,2100,3.5
307,5816,3.0
560,152077,4.0
314,707,3.0
326,4247,1.0
62,59315,3.5
599,1060,3.5
380,31221,2.0
292,46530,4.0
436,1,4.0
357,4018,2.0
135,1754,5.0
4,3160,4.0
580,8800,4.5
232,3536,3.5
356,2395,3.5
318,143896,4.5
308,33615,1.0
435,2023,5.0
501,112,3.0
50,4914,4.0
448,5478,2.5
47,539,3.0
18,5418,4.0
156,318,4.5
290,842,2.0
10,31433,2.5
448,49822,3.0
495,97938,5.0
249,1220,4.0
197,1240,4.0
51,1298,5.0
